source,target,rating,timestamp,datetime,source_idx,target_idx,month
518,283,1,1305164900.48944,2011-05-12 01:48:20.489439964,478,243,2011-05
7,494,4,1305168688.31978,2011-05-12 02:51:28.319780111,6,454,2011-05
494,7,4,1305169050.19138,2011-05-12 02:57:30.191380024,454,6,2011-05
150,198,1,1305169165.28534,2011-05-12 02:59:25.285340071,112,159,2011-05
257,377,4,1305170590.41806,2011-05-12 03:23:10.418060064,217,337,2011-05
198,150,1,1305170612.80379,2011-05-12 03:23:32.803790092,159,112,2011-05
383,517,1,1305175785.48567,2011-05-12 04:49:45.485670090,343,477,2011-05
7,222,3,1305176269.86887,2011-05-12 04:57:49.868870020,6,183,2011-05
517,383,1,1305176936.38751,2011-05-12 05:08:56.387510061,477,343,2011-05
257,346,4,1305188592.15113,2011-05-12 08:23:12.151129961,217,306,2011-05
491,167,1,1305203762.93882,2011-05-12 12:36:02.938819885,451,128,2011-05
167,491,1,1305203770.01998,2011-05-12 12:36:10.019979954,128,451,2011-05
257,364,4,1305206595.03123,2011-05-12 13:23:15.031229973,217,324,2011-05
257,331,5,1305210185.66133,2011-05-12 14:23:05.661329985,217,291,2011-05
257,413,5,1305213790.29866,2011-05-12 15:23:10.298660040,217,373,2011-05
372,525,1,1305214154.40511,2011-05-12 15:29:14.405109882,332,485,2011-05
525,372,1,1305214167.53679,2011-05-12 15:29:27.536789894,485,332,2011-05
521,256,1,1305224107.00632,2011-05-12 18:15:07.006320000,481,216,2011-05
256,521,1,1305224357.12049,2011-05-12 18:19:17.120490074,216,481,2011-05
257,361,4,1305224594.84118,2011-05-12 18:23:14.841180086,217,321,2011-05
150,520,1,1305225033.25555,2011-05-12 18:30:33.255549908,112,480,2011-05
270,396,1,1305229973.80264,2011-05-12 19:52:53.802639961,230,356,2011-05
396,270,1,1305230019.62572,2011-05-12 19:53:39.625720024,356,230,2011-05
396,526,1,1305230768.08794,2011-05-12 20:06:08.087939978,356,486,2011-05
526,396,1,1305230834.09719,2011-05-12 20:07:14.097189903,486,356,2011-05
23,527,2,1305232514.29578,2011-05-12 20:35:14.295779943,17,487,2011-05
527,23,2,1305233258.13657,2011-05-12 20:47:38.136569977,487,17,2011-05
514,219,1,1305233352.80737,2011-05-12 20:49:12.807369947,474,180,2011-05
526,144,1,1305233374.1019,2011-05-12 20:49:34.101900101,486,106,2011-05
484,472,-10,1305233770.58293,2011-05-12 20:56:10.582930088,444,432,2011-05
412,472,-10,1305233784.67196,2011-05-12 20:56:24.671960115,372,432,2011-05
300,529,10,1305238757.93153,2011-05-12 22:19:17.931529999,260,489,2011-05
529,300,10,1305239197.37073,2011-05-12 22:26:37.370729923,489,260,2011-05
476,186,1,1305241189.25431,2011-05-12 22:59:49.254309893,436,147,2011-05
476,530,1,1305242132.72644,2011-05-12 23:15:32.726439953,436,490,2011-05
530,476,1,1305242159.56001,2011-05-12 23:15:59.560009956,490,436,2011-05
215,202,6,1305242243.74399,2011-05-12 23:17:23.743989944,176,163,2011-05
202,215,6,1305242282.68793,2011-05-12 23:18:02.687930107,163,176,2011-05
298,531,1,1305245823.14189,2011-05-13 00:17:03.141890049,258,491,2011-05
256,515,1,1305246165.12975,2011-05-13 00:22:45.129750013,216,475,2011-05
515,256,1,1305246215.91174,2011-05-13 00:23:35.911740065,475,216,2011-05
488,532,1,1305247741.14563,2011-05-13 00:49:01.145629883,448,492,2011-05
532,488,1,1305247825.35014,2011-05-13 00:50:25.350140095,492,448,2011-05
530,166,1,1305251688.37839,2011-05-13 01:54:48.378390074,490,127,2011-05
166,530,1,1305251725.50689,2011-05-13 01:55:25.506890058,127,490,2011-05
166,256,1,1305251902.20022,2011-05-13 01:58:22.200220108,127,216,2011-05
166,532,1,1305251913.89946,2011-05-13 01:58:33.899460077,127,492,2011-05
256,166,2,1305251925.20349,2011-05-13 01:58:45.203490019,216,127,2011-05
532,166,2,1305253227.76545,2011-05-13 02:20:27.765450001,492,127,2011-05
514,533,1,1305253628.03492,2011-05-13 02:27:08.034919977,474,493,2011-05
533,514,1,1305253679.74749,2011-05-13 02:27:59.747489929,493,474,2011-05
491,512,-10,1305254111.03888,2011-05-13 02:35:11.038880110,451,472,2011-05
495,532,1,1305254415.37799,2011-05-13 02:40:15.377990007,455,492,2011-05
532,495,1,1305254417.15893,2011-05-13 02:40:17.158930063,492,455,2011-05
491,534,1,1305254504.48358,2011-05-13 02:41:44.483580112,451,494,2011-05
384,534,1,1305254510.62201,2011-05-13 02:41:50.622009993,344,494,2011-05
534,384,1,1305254543.55066,2011-05-13 02:42:23.550659895,494,344,2011-05
1,534,5,1305254867.78941,2011-05-13 02:47:47.789410114,0,494,2011-05
530,484,1,1305254988.84878,2011-05-13 02:49:48.848779917,490,444,2011-05
530,518,1,1305254998.39898,2011-05-13 02:49:58.398979902,490,478,2011-05
518,530,1,1305255007.61228,2011-05-13 02:50:07.612279892,478,490,2011-05
484,530,1,1305255008.54887,2011-05-13 02:50:08.548870087,444,490,2011-05
219,514,2,1305255871.24515,2011-05-13 03:04:31.245150089,180,474,2011-05
405,171,1,1305257890.1763,2011-05-13 03:38:10.176300049,365,132,2011-05
171,405,1,1305257891.8367,2011-05-13 03:38:11.836699963,132,365,2011-05
491,171,1,1305258385.30425,2011-05-13 03:46:25.304250002,451,132,2011-05
171,491,1,1305258391.62667,2011-05-13 03:46:31.626669884,132,451,2011-05
447,535,2,1305260065.90355,2011-05-13 04:14:25.903549910,407,495,2011-05
4,352,2,1305261958.34254,2011-05-13 04:45:58.342540026,3,312,2011-05
427,517,1,1305262949.13048,2011-05-13 05:02:29.130480051,387,477,2011-05
517,427,1,1305263244.29609,2011-05-13 05:07:24.296089888,477,387,2011-05
534,536,1,1305263336.74659,2011-05-13 05:08:56.746589899,494,496,2011-05
144,526,1,1305263379.07563,2011-05-13 05:09:39.075629950,106,486,2011-05
536,534,5,1305263580.2485,2011-05-13 05:13:00.248500109,496,494,2011-05
534,523,1,1305264399.83967,2011-05-13 05:26:39.839669943,494,483,2011-05
389,523,1,1305264989.75915,2011-05-13 05:36:29.759150028,349,483,2011-05
523,389,1,1305265012.61124,2011-05-13 05:36:52.611239910,483,349,2011-05
427,25,-1,1305265382.29302,2011-05-13 05:43:02.293020010,387,18,2011-05
1,537,1,1305267250.16615,2011-05-13 06:14:10.166150093,0,497,2011-05
536,523,1,1305268487.50343,2011-05-13 06:34:47.503429890,496,483,2011-05
523,536,1,1305268558.79618,2011-05-13 06:35:58.796180010,483,496,2011-05
526,484,1,1305271820.91891,2011-05-13 07:30:20.918910027,486,444,2011-05
484,526,2,1305271843.91032,2011-05-13 07:30:43.910320044,444,486,2011-05
64,487,1,1305272310.66432,2011-05-13 07:38:30.664319992,45,447,2011-05
7,538,1,1305272732.62842,2011-05-13 07:45:32.628420115,6,498,2011-05
531,298,1,1305274104.66362,2011-05-13 08:08:24.663619995,491,258,2011-05
383,64,2,1305274527.4951,2011-05-13 08:15:27.495100021,343,45,2011-05
64,477,1,1305274653.91873,2011-05-13 08:17:33.918730021,45,437,2011-05
64,383,1,1305274662.82887,2011-05-13 08:17:42.828870058,45,343,2011-05
501,534,1,1305274724.65753,2011-05-13 08:18:44.657530069,461,494,2011-05
534,501,1,1305274759.94211,2011-05-13 08:19:19.942110062,494,461,2011-05
491,427,1,1305276387.27428,2011-05-13 08:46:27.274280071,451,387,2011-05
427,491,1,1305276413.73643,2011-05-13 08:46:53.736429930,387,451,2011-05
538,64,1,1305277339.87168,2011-05-13 09:02:19.871680021,498,45,2011-05
538,7,1,1305277340.44512,2011-05-13 09:02:20.445120096,498,6,2011-05
514,538,1,1305278640.82266,2011-05-13 09:24:00.822659969,474,498,2011-05
538,514,1,1305278738.33409,2011-05-13 09:25:38.334089994,498,474,2011-05
257,254,5,1305285798.26054,2011-05-13 11:23:18.260540009,217,214,2011-05
257,278,5,1305285806.80147,2011-05-13 11:23:26.801470041,217,238,2011-05
257,234,5,1305285812.12665,2011-05-13 11:23:32.126650094,217,194,2011-05
257,228,5,1305285813.86393,2011-05-13 11:23:33.863929987,217,188,2011-05
257,229,5,1305285815.73491,2011-05-13 11:23:35.734910011,217,189,2011-05
257,276,4,1305285819.29134,2011-05-13 11:23:39.291340113,217,236,2011-05
520,150,1,1305288526.81103,2011-05-13 12:08:46.811029911,480,112,2011-05
399,539,1,1305288610.09887,2011-05-13 12:10:10.098870039,359,499,2011-05
257,425,6,1305289386.57531,2011-05-13 12:23:06.575309992,217,385,2011-05
257,365,4,1305289401.04906,2011-05-13 12:23:21.049060106,217,325,2011-05
257,360,4,1305289414.48338,2011-05-13 12:23:34.483380079,217,320,2011-05
77,60,4,1305294367.63994,2011-05-13 13:46:07.639940023,56,42,2011-05
21,77,5,1305294552.08546,2011-05-13 13:49:12.085459948,16,56,2011-05
77,21,5,1305294663.28865,2011-05-13 13:51:03.288650036,56,16,2011-05
521,29,2,1305294751.81919,2011-05-13 13:52:31.819190025,481,21,2011-05
535,212,1,1305296915.47065,2011-05-13 14:28:35.470649958,495,173,2011-05
375,540,1,1305296996.20544,2011-05-13 14:29:56.205440044,335,500,2011-05
475,266,3,1305297077.8699,2011-05-13 14:31:17.869899988,435,226,2011-05
475,459,1,1305297108.25296,2011-05-13 14:31:48.252959967,435,419,2011-05
64,541,1,1305299434.18474,2011-05-13 15:10:34.184740067,45,501,2011-05
541,64,1,1305299449.02651,2011-05-13 15:10:49.026510000,501,45,2011-05
270,416,2,1305301929.00788,2011-05-13 15:52:09.007879972,230,376,2011-05
416,270,2,1305302034.24829,2011-05-13 15:53:54.248290062,376,230,2011-05
488,508,1,1305305895.62434,2011-05-13 16:58:15.624340057,448,468,2011-05
508,488,1,1305306939.53328,2011-05-13 17:15:39.533279896,468,448,2011-05
532,152,1,1305308709.20878,2011-05-13 17:45:09.208780050,492,113,2011-05
257,256,5,1305310993.59513,2011-05-13 18:23:13.595129967,217,216,2011-05
273,465,1,1305311279.49425,2011-05-13 18:27:59.494250059,233,425,2011-05
465,273,1,1305311676.03589,2011-05-13 18:34:36.035890102,425,233,2011-05
164,478,1,1305312607.67523,2011-05-13 18:50:07.675230026,125,438,2011-05
384,476,1,1305313719.82453,2011-05-13 19:08:39.824529886,344,436,2011-05
476,384,1,1305313733.66882,2011-05-13 19:08:53.668819904,436,344,2011-05
441,539,1,1305313790.95367,2011-05-13 19:09:50.953670025,401,499,2011-05
539,399,1,1305314001.46227,2011-05-13 19:13:21.462270021,499,359,2011-05
539,441,1,1305314051.11935,2011-05-13 19:14:11.119349957,499,401,2011-05
419,520,1,1305314177.02201,2011-05-13 19:16:17.022010088,379,480,2011-05
520,419,2,1305314431.27159,2011-05-13 19:20:31.271589994,480,379,2011-05
520,539,1,1305314968.06889,2011-05-13 19:29:28.068890095,480,499,2011-05
480,542,3,1305316470.15963,2011-05-13 19:54:30.159630060,440,502,2011-05
257,335,5,1305318204.6577,2011-05-13 20:23:24.657700062,217,295,2011-05
491,543,1,1305322038.02861,2011-05-13 21:27:18.028609991,451,503,2011-05
543,491,1,1305322579.38946,2011-05-13 21:36:19.389460087,503,451,2011-05
198,544,1,1305326274.76864,2011-05-13 22:37:54.768640041,159,504,2011-05
544,198,1,1305326627.75185,2011-05-13 22:43:47.751849890,504,159,2011-05
523,545,1,1305327053.32207,2011-05-13 22:50:53.322069883,483,505,2011-05
203,7,3,1305327114.71459,2011-05-13 22:51:54.714590073,164,6,2011-05
7,203,3,1305327203.10342,2011-05-13 22:53:23.103420019,6,164,2011-05
520,546,1,1305328848.97919,2011-05-13 23:20:48.979190111,480,506,2011-05
542,480,3,1305333120.48268,2011-05-14 00:32:00.482680082,502,440,2011-05
542,547,2,1305333719.5756,2011-05-14 00:41:59.575599909,502,507,2011-05
547,542,3,1305333764.43951,2011-05-14 00:42:44.439510107,507,502,2011-05
7,120,5,1305335065.16672,2011-05-14 01:04:25.166719913,6,89,2011-05
530,387,1,1305335665.61257,2011-05-14 01:14:25.612570047,490,347,2011-05
405,548,1,1305335933.22784,2011-05-14 01:18:53.227839947,365,508,2011-05
548,405,1,1305335945.65312,2011-05-14 01:19:05.653120041,508,365,2011-05
446,309,2,1305336993.4464,2011-05-14 01:36:33.446399927,406,269,2011-05
446,522,2,1305337014.56655,2011-05-14 01:36:54.566550016,406,482,2011-05
309,446,2,1305337062.47743,2011-05-14 01:37:42.477430105,269,406,2011-05
520,549,1,1305337727.47022,2011-05-14 01:48:47.470220089,480,509,2011-05
549,520,1,1305337751.67521,2011-05-14 01:49:11.675209999,509,480,2011-05
387,530,1,1305339703.29197,2011-05-14 02:21:43.291970015,347,490,2011-05
548,7,2,1305340740.47437,2011-05-14 02:39:00.474370003,508,6,2011-05
257,426,4,1305343394.50935,2011-05-14 03:23:14.509350061,217,386,2011-05
535,447,6,1305349771.92124,2011-05-14 05:09:31.921240091,495,407,2011-05
202,550,1,1305355255.4455,2011-05-14 06:40:55.445499897,163,510,2011-05
550,202,1,1305355268.75085,2011-05-14 06:41:08.750849962,510,163,2011-05
550,462,1,1305355326.61566,2011-05-14 06:42:06.615659952,510,422,2011-05
550,134,1,1305355354.64494,2011-05-14 06:42:34.644939899,510,97,2011-05
480,7,2,1305359116.5828,2011-05-14 07:45:16.582799911,440,6,2011-05
7,480,1,1305359130.6882,2011-05-14 07:45:30.688199997,6,440,2011-05
7,547,2,1305361379.78163,2011-05-14 08:22:59.781630039,6,507,2011-05
547,7,2,1305361407.19283,2011-05-14 08:23:27.192830086,507,6,2011-05
547,394,2,1305363900.0154,2011-05-14 09:05:00.015399933,507,354,2011-05
257,406,3,1305365008.70372,2011-05-14 09:23:28.703720093,217,366,2011-05
394,547,1,1305365097.22971,2011-05-14 09:24:57.229710102,354,507,2011-05
37,77,1,1305373215.95097,2011-05-14 11:40:15.950969934,28,56,2011-05
77,37,1,1305373271.57384,2011-05-14 11:41:11.573839903,56,28,2011-05
496,62,1,1305373908.04765,2011-05-14 11:51:48.047650099,456,44,2011-05
464,552,1,1305374866.51315,2011-05-14 12:07:46.513149977,424,512,2011-05
552,464,2,1305375300.37667,2011-05-14 12:15:00.376669884,512,424,2011-05
7,322,4,1305377724.6667,2011-05-14 12:55:24.666699886,6,282,2011-05
322,7,4,1305377793.05814,2011-05-14 12:56:33.058140039,282,6,2011-05
254,553,2,1305380802.0885,2011-05-14 13:46:42.088500023,214,513,2011-05
396,520,1,1305383370.16175,2011-05-14 14:29:30.161750078,356,480,2011-05
520,396,1,1305384333.92778,2011-05-14 14:45:33.927779913,480,356,2011-05
215,198,2,1305384893.40456,2011-05-14 14:54:53.404560089,176,159,2011-05
198,215,1,1305385321.78062,2011-05-14 15:02:01.780620098,159,176,2011-05
378,198,1,1305386386.41426,2011-05-14 15:19:46.414259911,338,159,2011-05
257,273,6,1305386600.30489,2011-05-14 15:23:20.304889917,217,233,2011-05
198,378,1,1305386627.47925,2011-05-14 15:23:47.479249954,159,338,2011-05
502,526,3,1305388222.05242,2011-05-14 15:50:22.052419901,462,486,2011-05
526,502,3,1305388271.29881,2011-05-14 15:51:11.298810005,486,462,2011-05
198,224,1,1305389104.82531,2011-05-14 16:05:04.825309992,159,185,2011-05
224,198,1,1305389116.46362,2011-05-14 16:05:16.463619947,185,159,2011-05
171,198,2,1305389529.27432,2011-05-14 16:12:09.274319887,132,159,2011-05
198,171,2,1305389537.37059,2011-05-14 16:12:17.370589972,159,132,2011-05
554,502,2,1305390174.41884,2011-05-14 16:22:54.418839931,514,462,2011-05
350,64,2,1305390393.96514,2011-05-14 16:26:33.965140104,310,45,2011-05
64,350,1,1305390469.03318,2011-05-14 16:27:49.033179998,45,310,2011-05
554,547,2,1305390477.05007,2011-05-14 16:27:57.050070047,514,507,2011-05
547,554,2,1305390479.26956,2011-05-14 16:27:59.269560099,507,514,2011-05
350,520,1,1305390560.72567,2011-05-14 16:29:20.725670099,310,480,2011-05
520,350,1,1305390701.42735,2011-05-14 16:31:41.427350044,480,310,2011-05
520,555,1,1305393158.36426,2011-05-14 17:12:38.364259958,480,515,2011-05
555,520,1,1305393289.34792,2011-05-14 17:14:49.347919941,515,480,2011-05
257,441,4,1305393814.58148,2011-05-14 17:23:34.581480026,217,401,2011-05
520,556,1,1305396567.9904,2011-05-14 18:09:27.990400076,480,516,2011-05
556,520,1,1305396594.48574,2011-05-14 18:09:54.485739946,516,480,2011-05
386,198,1,1305398480.76027,2011-05-14 18:41:20.760270119,346,159,2011-05
198,501,1,1305399034.41631,2011-05-14 18:50:34.416310072,159,461,2011-05
198,386,1,1305399041.70235,2011-05-14 18:50:41.702349901,159,346,2011-05
501,198,1,1305399254.27161,2011-05-14 18:54:14.271610022,461,159,2011-05
394,557,1,1305400506.49092,2011-05-14 19:15:06.490920067,354,517,2011-05
557,394,2,1305400557.28914,2011-05-14 19:15:57.289139986,517,354,2011-05
202,488,1,1305402115.31873,2011-05-14 19:41:55.318730116,163,448,2011-05
488,202,1,1305402592.1772,2011-05-14 19:49:52.177200079,448,163,2011-05
88,558,2,1305403778.74099,2011-05-14 20:09:38.740989923,64,518,2011-05
476,520,1,1305403827.39196,2011-05-14 20:10:27.391959906,436,480,2011-05
520,476,1,1305403912.33203,2011-05-14 20:11:52.332030058,480,436,2011-05
198,394,1,1305404112.4406,2011-05-14 20:15:12.440599918,159,354,2011-05
394,198,1,1305404194.90753,2011-05-14 20:16:34.907530069,354,159,2011-05
468,437,1,1305407804.81627,2011-05-14 21:16:44.816270113,428,397,2011-05
198,559,1,1305409167.4815,2011-05-14 21:39:27.481499910,159,519,2011-05
559,198,1,1305409194.4541,2011-05-14 21:39:54.454099894,519,159,2011-05
394,560,1,1305411438.55409,2011-05-14 22:17:18.554090023,354,520,2011-05
560,394,1,1305411465.91426,2011-05-14 22:17:45.914259911,520,354,2011-05
468,295,1,1305412258.56686,2011-05-14 22:30:58.566859961,428,255,2011-05
468,561,2,1305413123.20499,2011-05-14 22:45:23.204989910,428,521,2011-05
561,468,2,1305414111.43489,2011-05-14 23:01:51.434890032,521,428,2011-05
200,533,1,1305414119.42369,2011-05-14 23:01:59.423690081,161,493,2011-05
533,424,1,1305414434.99038,2011-05-14 23:07:14.990380049,493,384,2011-05
295,468,3,1305415109.76675,2011-05-14 23:18:29.766750097,255,428,2011-05
257,246,5,1305415402.61435,2011-05-14 23:23:22.614350080,217,206,2011-05
539,520,1,1305415869.79926,2011-05-14 23:31:09.799259901,499,480,2011-05
424,533,1,1305416716.0668,2011-05-14 23:45:16.066800117,384,493,2011-05
491,249,1,1305417588.62182,2011-05-14 23:59:48.621819973,451,209,2011-05
468,144,1,1305417922.74211,2011-05-15 00:05:22.742110014,428,106,2011-05
144,468,1,1305418038.20013,2011-05-15 00:07:18.200129986,106,428,2011-05
249,491,3,1305418552.7278,2011-05-15 00:15:52.727799892,209,451,2011-05
558,88,2,1305419238.89945,2011-05-15 00:27:18.899450064,518,64,2011-05
558,443,2,1305419347.00071,2011-05-15 00:29:07.000710011,518,403,2011-05
530,200,1,1305420957.72181,2011-05-15 00:55:57.721810102,490,161,2011-05
200,530,1,1305420961.05784,2011-05-15 00:56:01.057840109,161,490,2011-05
530,262,2,1305421146.81532,2011-05-15 00:59:06.815320015,490,222,2011-05
262,530,2,1305421159.32341,2011-05-15 00:59:19.323410034,222,490,2011-05
547,262,2,1305421731.3363,2011-05-15 01:08:51.336299896,507,222,2011-05
262,547,2,1305421771.84518,2011-05-15 01:09:31.845180035,222,507,2011-05
533,200,1,1305422057.4858,2011-05-15 01:14:17.485800028,493,161,2011-05
520,262,1,1305422902.28686,2011-05-15 01:28:22.286859989,480,222,2011-05
262,520,1,1305422917.22788,2011-05-15 01:28:37.227880001,222,480,2011-05
262,562,1,1305424075.27058,2011-05-15 01:47:55.270580053,222,522,2011-05
562,262,1,1305424310.8026,2011-05-15 01:51:50.802599907,522,222,2011-05
198,262,1,1305425701.58655,2011-05-15 02:15:01.586549997,159,222,2011-05
262,198,1,1305425726.72027,2011-05-15 02:15:26.720269918,222,159,2011-05
159,288,1,1305432914.12515,2011-05-15 04:15:14.125149965,120,248,2011-05
288,159,1,1305432967.15753,2011-05-15 04:16:07.157530069,248,120,2011-05
480,495,2,1305435512.31215,2011-05-15 04:58:32.312150002,440,455,2011-05
495,480,1,1305435599.52843,2011-05-15 04:59:59.528429985,455,440,2011-05
479,353,1,1305437247.70549,2011-05-15 05:27:27.705490112,439,313,2011-05
1,563,1,1305438446.62691,2011-05-15 05:47:26.626909971,0,523,2011-05
563,564,1,1305438483.76169,2011-05-15 05:48:03.761689901,523,524,2011-05
564,563,1,1305438535.96263,2011-05-15 05:48:55.962630033,524,523,2011-05
565,566,1,1305438616.04461,2011-05-15 05:50:16.044610023,525,526,2011-05
566,565,1,1305438636.75172,2011-05-15 05:50:36.751719952,526,525,2011-05
64,551,1,1305442500.28823,2011-05-15 06:55:00.288229942,45,511,2011-05
550,469,1,1305443644.86044,2011-05-15 07:14:04.860440016,510,429,2011-05
469,550,1,1305443667.39369,2011-05-15 07:14:27.393690109,429,510,2011-05
1,567,1,1305443881.78014,2011-05-15 07:18:01.780139923,0,527,2011-05
567,1,1,1305443900.87596,2011-05-15 07:18:20.875960112,527,0,2011-05
64,488,1,1305447815.78644,2011-05-15 08:23:35.786439896,45,448,2011-05
1,569,1,1305447851.53033,2011-05-15 08:24:11.530329943,0,528,2011-05
569,1,1,1305447897.43165,2011-05-15 08:24:57.431649923,528,0,2011-05
488,64,1,1305448094.27946,2011-05-15 08:28:14.279459953,448,45,2011-05
249,198,1,1305466645.3509,2011-05-15 13:37:25.350899935,209,159,2011-05
198,249,1,1305466658.23847,2011-05-15 13:37:38.238470078,159,209,2011-05
563,570,1,1305467714.64376,2011-05-15 13:55:14.643759966,523,529,2011-05
570,563,1,1305467895.52721,2011-05-15 13:58:15.527209997,529,523,2011-05
571,570,10,1305468084.04682,2011-05-15 14:01:24.046819925,530,529,2011-05
570,571,10,1305468211.99037,2011-05-15 14:03:31.990370035,529,530,2011-05
415,572,1,1305469504.55295,2011-05-15 14:25:04.552949905,375,531,2011-05
198,399,2,1305477372.30474,2011-05-15 16:36:12.304739952,159,359,2011-05
399,198,2,1305477466.30332,2011-05-15 16:37:46.303319931,359,159,2011-05
283,508,1,1305477483.06322,2011-05-15 16:38:03.063220024,243,468,2011-05
508,283,1,1305478081.56953,2011-05-15 16:48:01.569530010,468,243,2011-05
167,64,1,1305478355.79134,2011-05-15 16:52:35.791340113,128,45,2011-05
64,167,1,1305478368.77201,2011-05-15 16:52:48.772010088,45,128,2011-05
144,393,1,1305480156.21911,2011-05-15 17:22:36.219110012,106,353,2011-05
393,144,1,1305480163.64146,2011-05-15 17:22:43.641459942,353,106,2011-05
186,269,2,1305482423.43931,2011-05-15 18:00:23.439310074,147,229,2011-05
269,186,2,1305484455.98255,2011-05-15 18:34:15.982549906,229,147,2011-05
350,547,2,1305487976.11435,2011-05-15 19:32:56.114350080,310,507,2011-05
547,350,2,1305487981.6454,2011-05-15 19:33:01.645400047,507,310,2011-05
163,408,1,1305488883.67491,2011-05-15 19:48:03.674910069,124,368,2011-05
573,570,1,1305493883.02563,2011-05-15 21:11:23.025629997,532,529,2011-05
573,571,1,1305494572.66088,2011-05-15 21:22:52.660880089,532,530,2011-05
570,573,1,1305494834.45449,2011-05-15 21:27:14.454489946,529,532,2011-05
496,499,1,1305495705.22707,2011-05-15 21:41:45.227070093,456,459,2011-05
159,273,1,1305499185.2261,2011-05-15 22:39:45.226099968,120,233,2011-05
273,159,1,1305499240.2138,2011-05-15 22:40:40.213799953,233,120,2011-05
443,575,2,1305502710.13098,2011-05-15 23:38:30.130980015,403,534,2011-05
575,443,4,1305502742.22264,2011-05-15 23:39:02.222640038,534,403,2011-05
462,474,2,1305503646.85753,2011-05-15 23:54:06.857530117,422,434,2011-05
462,577,1,1305503686.13865,2011-05-15 23:54:46.138649940,422,536,2011-05
474,462,2,1305503783.54226,2011-05-15 23:56:23.542259932,434,422,2011-05
405,578,2,1305505200.8807,2011-05-16 00:20:00.880700111,365,537,2011-05
578,222,1,1305505260.17788,2011-05-16 00:21:00.177880049,537,183,2011-05
578,405,2,1305505302.73536,2011-05-16 00:21:42.735359907,537,365,2011-05
578,443,1,1305505751.62648,2011-05-16 00:29:11.626480103,537,403,2011-05
443,578,1,1305505798.26604,2011-05-16 00:29:58.266040086,403,537,2011-05
1,215,1,1305509119.21055,2011-05-16 01:25:19.210550070,0,176,2011-05
215,1,1,1305509143.79786,2011-05-16 01:25:43.797859907,176,0,2011-05
488,562,1,1305514498.57495,2011-05-16 02:54:58.574949980,448,522,2011-05
562,488,1,1305514843.42883,2011-05-16 03:00:43.428829908,522,448,2011-05
480,159,1,1305515513.16654,2011-05-16 03:11:53.166539907,440,120,2011-05
159,480,1,1305515644.36754,2011-05-16 03:14:04.367539883,120,440,2011-05
230,198,5,1305523885.95636,2011-05-16 05:31:25.956360102,190,159,2011-05
528,35,3,1305543359.82415,2011-05-16 10:55:59.824150085,488,26,2011-05
159,580,1,1305560259.48764,2011-05-16 15:37:39.487639904,120,539,2011-05
580,159,2,1305560376.08563,2011-05-16 15:39:36.085629940,539,120,2011-05
159,581,1,1305561626.25098,2011-05-16 16:00:26.250979899,120,540,2011-05
581,159,10,1305561771.02052,2011-05-16 16:02:51.020519972,540,120,2011-05
361,508,1,1305562297.05058,2011-05-16 16:11:37.050580025,321,468,2011-05
508,361,1,1305562433.73865,2011-05-16 16:13:53.738650084,468,321,2011-05
144,283,1,1305565271.30879,2011-05-16 17:01:11.308789968,106,243,2011-05
7,68,3,1305565340.53106,2011-05-16 17:02:20.531059980,6,48,2011-05
68,7,2,1305565476.79374,2011-05-16 17:04:36.793740034,48,6,2011-05
7,88,5,1305565654.99696,2011-05-16 17:07:34.996959925,6,64,2011-05
396,283,1,1305565824.83428,2011-05-16 17:10:24.834280014,356,243,2011-05
283,396,1,1305565854.51405,2011-05-16 17:10:54.514050007,243,356,2011-05
273,582,1,1305567464.83168,2011-05-16 17:37:44.831680059,233,541,2011-05
581,583,1,1305568539.31196,2011-05-16 17:55:39.311959982,540,542,2011-05
7,584,1,1305569958.89318,2011-05-16 18:19:18.893179893,6,543,2011-05
584,7,1,1305569959.27311,2011-05-16 18:19:19.273109913,543,6,2011-05
480,357,1,1305572185.5985,2011-05-16 18:56:25.598500013,440,317,2011-05
488,480,1,1305574415.88445,2011-05-16 19:33:35.884449959,448,440,2011-05
480,488,1,1305574431.35893,2011-05-16 19:33:51.358930111,440,448,2011-05
202,480,1,1305581727.28417,2011-05-16 21:35:27.284169912,163,440,2011-05
480,202,2,1305582073.77438,2011-05-16 21:41:13.774379969,440,163,2011-05
585,159,1,1305582346.32425,2011-05-16 21:45:46.324249983,544,120,2011-05
399,542,1,1305586833.78213,2011-05-16 23:00:33.782130003,359,502,2011-05
387,198,1,1305587076.01846,2011-05-16 23:04:36.018460035,347,159,2011-05
542,399,2,1305587097.47858,2011-05-16 23:04:57.478579998,502,359,2011-05
198,387,1,1305587177.12546,2011-05-16 23:06:17.125459909,159,347,2011-05
198,586,1,1305588131.86749,2011-05-16 23:22:11.867490053,159,545,2011-05
533,587,1,1305590212.7303,2011-05-16 23:56:52.730299950,493,546,2011-05
587,533,1,1305590463.89196,2011-05-17 00:01:03.891959906,546,493,2011-05
405,589,1,1305592597.6803,2011-05-17 00:36:37.680299997,365,548,2011-05
589,405,1,1305592645.03668,2011-05-17 00:37:25.036679983,548,365,2011-05
224,590,1,1305593283.85557,2011-05-17 00:48:03.855570078,185,549,2011-05
590,224,1,1305593289.40286,2011-05-17 00:48:09.402859926,549,185,2011-05
530,533,2,1305593629.99794,2011-05-17 00:53:49.997940063,490,493,2011-05
383,268,2,1305595545.65543,2011-05-17 01:25:45.655430079,343,228,2011-05
